;PROCEDIMENTO;"RN(alteração)";VIGÊNCIA;OD;AMB;HCO;HSO;REF;PAC;DUT;SUBGRUPO;GRUPO;CAPÍTULO
5;OXIGENOTERAPIA HIPERBÁRICA (COM DIRETRIZ DE UTILIZAÇÃO);;;;;HCO;HSO;REF;PAC;58.0;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES"
6;REDUÇÃO DE LUXAÇÃO DA ATM (COM DIRETRIZ DE UTILIZAÇÃO);;;OD;AMB;HCO;HSO;REF;;96.0;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES"
7;REMINERALIZAÇÃO DENTÁRIA;;;OD;;;;;;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES"
8;SESSÃO DE ACUPUNTURA;;;;AMB;;;REF;;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES"
9;SESSÃO DE PSICOTERAPIA (COM DIRETRIZ DE UTILIZAÇÃO);;;;AMB;;;REF;;108.0;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES"
10;"TERAPIA IMUNOBIOLÓGICA ENDOVENOSA, INTRAMUSCULAR OU SUBCUTÂNEA (COM DIRETRIZ DEUTILIZAÇÃO)";;;;AMB;HCO;HSO;REF;PAC;65.0;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES"
11;"TERAPIA IMUNOPROFILÁTICA COM PALIVIZUMABE PARA O VÍRUS SINCICIAL RESPIRATÓRIO - VSR (COMDIRETRIZ DE UTILIZAÇÃO)";;;;AMB;HCO;HSO;REF;;124.0;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES"
12;TERAPIA INALATÓRIA (NEBULIZAÇÃO);;;;AMB;HCO;HSO;REF;;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES"
13;TERAPIA INTRAVENOSA COM ÁCIDO ZOLEDRÔNICO PARA DOENÇA DE PAGET;;;;AMB;HCO;HSO;REF;PAC;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES"
14;TERAPIA ONCOLÓGICA - PLANEJAMENTO;;;;AMB;HCO;HSO;REF;PAC;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES"
15;TERAPIA ONCOLÓGICA COM APLICAÇÃO DE MEDICAMENTOS POR VIA INTRACAVITÁRIA OU INTRATECAL;;;;;HCO;HSO;REF;PAC;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES"
16;TERAPIA ONCOLÓGICA COM APLICAÇÃO INTRA-ARTERIAL OU INTRAVENOSA DE MEDICAMENTOS;;;;AMB;HCO;HSO;REF;PAC;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES"
0;TERAPIA ONCOLÓGICA MEDICAMENTOSA PEROPERATÓRIA;;;;;HCO;HSO;REF;PAC;;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES"
1;TERAPIA POR PRESSÃO NEGATIVA (COM DIRETRIZ DE UTILIZAÇÃO);;;;AMB;HCO;HSO;REF;;148.0;TERAPÊUTICA;"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES";"PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES"
2;APÊNDICE PRÉ-AURICULAR - RESSECÇÃO;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3;AUTONOMIZAÇÃO DE RETALHO;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4;BIÓPSIA DE FACE;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5;"BIÓPSIA DE PELE, TUMORES SUPERFICIAIS, TECIDO CELULAR SUBCUTÂNEO, LINFONODO SUPERFICIAL,UNHA, ETC";;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6;CALOSIDADE E/OU MAL PERFURANTE - DESBASTAMENTO;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7;CANTOPLASTIA UNGUEAL;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8;CAUTERIZAÇÃO QUÍMICA;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9;CIRURGIA DA HIDROSADENITE;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10;CORREÇÃO CIRÚRGICA DE SEQUELAS DE ALOPECIA TRAUMÁTICA COM MICROENXERTOS PILOSOS;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11;"CORREÇÃO DE DEFORMIDADES POR EXÉRESE DE TUMORES OU SEQÜELAS DE TRAUMATISMOS COM OEMPREGO DE EXPANSORES EM RETALHOS CUTÂNEOS, MUSCULARES E/OU MIOCUTÂNEOS";;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12;CRIOCIRURGIA (NITROGÊNIO LÍQUIDO) DE NEOPLASIAS CUTÂNEAS;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13;CURATIVO DE QUEIMADURAS;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14;CURATIVO ESPECIAL SOB ANESTESIA;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15;CURETAGEM, ELETROCOAGULAÇÃO E/OU DERMOABRASÃO DE LESÕES DE PELE E MUCOSAS;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16;ABDOMINOPLASTIA (COM DIRETRIZ DE UTILIZAÇÃO);;;;;HCO;HSO;REF;;18.0;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
0;DESBRIDAMENTO CIRÚRGICO;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1;DESBRIDAMENTO DE FERIMENTOS INFECTADOS E MORDIDAS DE ANIMAIS;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2;ENXERTO DE CARTILAGEM, MUCOSA E/OU COMPOSTO;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3;ENXERTO DE PELE MÚLTIPLO;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4;ENXERTO OU HOMOENXERTO DE PELE;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5;ESCALPO - TRATAMENTO CIRÚRGICO;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6;ESCAROTOMIA DESCOMPRESSIVA;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7;EXÉRESE DE HIGROMA CÍSTICO;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8;EXÉRESE DE LESÃO COM AUTO-ENXERTIA;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9;EXÉRESE DE LESÃO DE PELE E MUCOSAS;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10;EXÉRESE DE TUMOR DE PARTES MOLES;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11;EXÉRESE DE UNHA;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12;EXÉRESE E SUTURA DE LESÕES COM OU SEM ROTAÇÃO DE RETALHOS;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13;EXPANSÃO TISSULAR;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14;EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXCISÃO E RETALHOS CUTÂNEOS;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15;"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E EMPREGO DE RETALHOS CUTÂNEOS OUMUSCULARES CRUZADOS";;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16;EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E RETALHOS CUTÂNEOS;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
0;"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHOFASCIOCUTÂNEO OU AXIAL";;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1;EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHOS MIOCUTÂNEOS;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2;EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHOS MUSCULARES;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3;EXTENSOS FERIMENTOS, CICATRIZES, OU TUMORES - EXÉRESE E ENXERTO CUTÂNEO;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4;INCISÃO E DRENAGEM DE ABSCESSO, HEMATOMA, FLEGMÃO E/OU PANARÍCIO;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5;INFILTRAÇÃO INTRALESIONAL, CICATRICIAL E HEMANGIOMAS;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6;MATRICECTOMIA;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7;LASERTERAPIA PARA O TRATAMENTO DA MUCOSITE ORAL/OROFARINGE (COM DIRETRIZ DE UTILIZAÇÃO);;;;AMB;HCO;HSO;REF;;51.0;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8;PLÁSTICA EM Z OU W;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9;RECONSTRUÇÃO COM RETALHOS DE GÁLEA APONEURÓTICA;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10;RETALHO CUTÂNEO, MUSCULAR OU COMPOSTO (INCLUINDO CARTILAGEM OU OSSO);;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11;RETIRADA DE CORPO ESTRANHO SUBCUTÂNEO;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12;RETRAÇÃO CICATRICIAL DE ZONA DE FLEXÃO E EXTENSÃO DE MEMBROS SUPERIORES E INFERIORES;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13;RETRAÇÃO DE APONEUROSE PALMAR (DUPUYTREN);;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14;SUTURA DE FERIMENTOS COM OU SEM DESBRIDAMENTO;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15;TERAPIA POR PRESSÃO NEGATIVA (COM DIRETRIZ DE UTILIZAÇÃO);;;;AMB;HCO;HSO;REF;;148.0;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16;TRANSECÇÃO DE RETALHO;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
0;TRANSFERÊNCIA INTERMEDIÁRIA DE RETALHO;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1;TRATAMENTO CIRÚRGICO DA UNHA (ENXERTO);;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2;TRATAMENTO CIRÚRGICO DE HEMANGIOMAS, LINFANGIOMAS OU NEVUS;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3;TRATAMENTO CIRÚRGICO DE BRIDAS CONSTRICTIVAS;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4;TRATAMENTO CIRÚRGICO DO ABSCESSO DE UNHA (DRENAGEM);;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5;TRATAMENTO DA MIIASE FURUNCULÓIDE;;;;AMB;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6;TRATAMENTO DE ESCARAS OU ULCERAÇÕES COM RETALHOS CUTÂNEOS;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7;TRATAMENTO DE ESCARAS OU ULCERAÇÕES COM RETALHOS MIOCUTÂNEOS OU MUSCULARES;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8;TRATAMENTO DE FÍSTULA CUTÂNEA;;;;;HCO;HSO;REF;;;PROCEDIMENTOS;"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS";PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9;BIÓPSIA DE LÁBIO (COM DIRETRIZ DE UTILIZAÇÃO);;;OD;AMB;HCO;HSO;REF;;83.0;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10;EXCISÃO COM PLÁSTICA DE VERMELHÃO;;;;;HCO;HSO;REF;;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11;EXCISÃO COM RECONSTRUÇÃO COM OU SEM RETALHOS;;;;;HCO;HSO;REF;;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12;EXCISÃO EM CUNHA;;;;AMB;HCO;HSO;REF;;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13;FRENOTOMIA/FRENULOTOMIA LABIAL;;;OD;AMB;HCO;HSO;REF;;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14;FRENULECTOMIA  LABIAL;;;OD;AMB;HCO;HSO;REF;;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15;QUEILOPLASTIA PARA FISSURA LABIAL;;;;;HCO;HSO;REF;;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16;RECONSTRUÇÃO DE SULCO GENGIVO-LABIAL;;;;;HCO;HSO;REF;;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
0;RECONSTRUÇÃO TOTAL DO LÁBIO;;;;;HCO;HSO;REF;;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1;TRATAMENTO CIRÚRGICO DE HIPERTROFIA DO LÁBIO;;;;;HCO;HSO;REF;;;LÁBIO;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2;ADEQUAÇÃO DO MEIO BUCAL (COM DIRETRIZ DE UTILIZAÇÃO);;;OD;;;;;;78.0;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3;AJUSTE OCLUSAL POR ACRÉSCIMO;;;OD;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4;AJUSTE OCLUSAL POR DESGASTE SELETIVO;;;OD;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5;ALONGAMENTO CIRÚRGICO DO PALATO MOLE;;;;;HCO;HSO;REF;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6;ALVEOLOPLASTIA;;;OD;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7;AMPUTAÇÃO RADICULAR COM OBTURAÇÃO RETRÓGRADA;;;OD;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8;AMPUTAÇÃO RADICULAR SEM OBTURAÇÃO RETRÓGRADA;;;OD;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
9;APICETOMIA BIRRADICULARES COM OBTURAÇÃO RETRÓGRADA;;;OD;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
10;APICETOMIA BIRRADICULARES SEM OBTURAÇÃO RETRÓGRADA;;;OD;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
11;APICETOMIA MULTIRRADICULARES COM OBTURAÇÃO RETRÓGRADA;;;OD;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
12;APICETOMIA MULTIRRADICULARES SEM OBTURAÇÃO RETRÓGRADA;;;OD;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
13;APICETOMIA UNIRRADICULARES COM OBTURAÇÃO RETRÓGRADA;;;OD;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
14;APICETOMIA UNIRRADICULARES SEM OBTURAÇÃO RETRÓGRADA;;;OD;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
15;APROFUNDAMENTO/AUMENTO DE VESTÍBULO;;;OD;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
16;AUMENTO DE COROA CLÍNICA;;;OD;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
0;BIÓPSIA DE BOCA (COM DIRETRIZ DE UTILIZAÇÃO);;;OD;AMB;HCO;HSO;REF;;81.0;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
1;BRIDECTOMIA;;;OD;AMB;HCO;HSO;REF;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
2;BRIDOTOMIA;;;OD;AMB;HCO;HSO;REF;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
3;CAPEAMENTO PULPAR DIRETO - EXCLUINDO RESTAURAÇÃO FINAL;;;OD;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
4;CIRURGIA PARA EXOSTOSE MAXILAR;;;OD;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
5;CIRURGIA PARA TORUS MANDIBULAR;;;OD;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
6;CIRURGIA PARA TORUS PALATINO;;;OD;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
7;CIRURGIA PERIODONTAL A RETALHO;;;OD;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
8;COLAGEM DE FRAGMENTOS DENTÁRIOS;;;OD;;;;;;;BOCA;CABEÇA E PESCOÇO;PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
